STATE,CLASS,GENDER,AGE,PAID
STATE 15,C11,F,68,6410.64
STATE 10,C71,M,68,6386.3
STATE 15,C1 ,M,68,6090.75
STATE 17,C7 ,M,68,5905.64
STATE 15,C11,F,68,5382.57
STATE 06,C7 ,M,68,5311.27
STATE 06,C1 ,M,68,5158.65
STATE 17,C7B,F,68,5035.93
STATE 17,C7 ,M,68,5004.55
STATE 13,C7 ,M,68,4689.9
STATE 02,C71,F,68,4625.47
STATE 12,C11,F,68,4523.97
STATE 02,C1 ,M,68,4518.7
STATE 06,C7B,M,68,4387.4
STATE 15,C7B,M,68,4243.57
STATE 12,C1B,M,68,3637.01
STATE 15,C71,M,68,3594.7
STATE 15,C71,M,68,3354.04
STATE 02,C71,F,68,3254.87
STATE 01,C71,F,68,3250
STATE 06,C71,F,68,2935.61
STATE 10,C7 ,M,68,2882.67
STATE 10,C7 ,M,68,2786.41
STATE 10,C7 ,F,68,2524.92
STATE 04,C71,M,68,2370.82
STATE 12,C6 ,M,68,2364.45
STATE 02,C71,F,68,2364.24
STATE 06,C1B,M,68,2354.21
STATE 04,C7 ,M,68,2350
STATE 03,C1 ,F,68,2343
STATE 15,C7 ,M,68,2226.66
STATE 15,C11,F,68,2144
STATE 02,C1 ,F,68,2119.74
STATE 15,C7 ,M,68,2044.59
STATE 17,C7B,M,68,2017.19
STATE 12,C71,M,68,1963.85
STATE 04,C7 ,M,68,1846.01
STATE 10,C11,M,68,1843.84
STATE 01,C7 ,M,68,1843.41
STATE 15,C1 ,M,68,1815.95
STATE 15,C11,M,68,1815.83
STATE 07,C7A,M,68,1784.47
STATE 04,C7 ,M,68,1707.92
STATE 06,C7 ,M,68,1695.67
STATE 15,C7C,M,68,1694.59
STATE 13,C7 ,F,68,1692.96
STATE 15,F71,F,68,1644.78
STATE 04,C7 ,F,68,1589.7
STATE 15,C11,M,68,1589.45
STATE 03,C1 ,F,68,1560.42
STATE 15,C7 ,M,68,1501.05
STATE 06,C71,M,68,1402.18
STATE 15,C11,F,68,1379.16
STATE 04,C7 ,F,68,1369.74
STATE 15,C7 ,M,68,1301.51
STATE 15,C71,F,68,1246.51
STATE 15,C71,M,68,1237.83
STATE 04,C7 ,M,68,1172.82
STATE 15,C1 ,M,68,1165.76
STATE 15,C1 ,M,68,1152.17
STATE 04,F7 ,M,68,1150.87
STATE 15,C71,M,68,1144.04
STATE 04,C7 ,F,68,1060.6
STATE 14,C1 ,M,68,1054.03
STATE 06,C7 ,M,68,1050
STATE 04,C7A,M,68,1048.69
STATE 06,C1B,F,68,1046.32
STATE 02,C1 ,M,68,1000
STATE 03,C7B,F,68,1000
STATE 15,C11,F,68,983.48
STATE 04,C7B,M,68,968.31
STATE 15,C7 ,F,68,961.54
STATE 04,C71,M,68,946.38
STATE 15,C11,M,68,924.7
STATE 15,C71,F,68,918.99
STATE 15,C72,F,68,914.26
STATE 02,C1 ,M,68,897.96
STATE 01,C1 ,M,68,874.67
STATE 02,C1 ,M,68,866.26
STATE 10,C7 ,F,68,847.65
STATE 06,C7 ,F,68,846.39
STATE 06,C7B,M,68,834.83
STATE 13,C71,M,68,825.66
STATE 15,C1 ,M,68,817.5
STATE 02,C7 ,F,68,797.92
STATE 06,C1 ,M,68,797.06
STATE 15,C1 ,F,68,774.88
STATE 02,C71,M,68,764.19
STATE 02,C7 ,F,68,749.38
STATE 02,C11,M,68,748.45
STATE 15,C1C,M,68,692.37
STATE 17,C7 ,M,68,682.85
STATE 10,C11,M,68,677.66
STATE 15,C7 ,F,68,676
STATE 15,C1 ,M,68,670.27
STATE 15,F7 ,M,68,658.28
STATE 15,C1 ,M,68,647.18
STATE 17,C71,M,68,604.95
STATE 04,C7 ,M,68,585.34
STATE 06,C1 ,F,68,568.02
STATE 02,C1 ,F,68,565.02
STATE 15,C11,F,68,559.98
STATE 07,C71,M,68,550
STATE 15,C71,M,68,539.26
STATE 07,F71,M,68,529.28
STATE 15,C11,F,68,518.95
STATE 15,C1 ,M,68,513.66
STATE 07,C71,M,68,499.18
STATE 10,C1 ,F,68,491.87
STATE 15,C11,F,68,471.03
STATE 02,C1 ,F,68,464.51
STATE 02,C7 ,M,68,456.87
STATE 03,C71,M,68,440.87
STATE 02,F7 ,M,68,437.38
STATE 04,C7 ,F,68,436.87
STATE 04,C71,M,68,401.05
STATE 10,C1 ,F,68,398.2
STATE 15,C11,F,68,388.03
STATE 15,C7 ,M,68,386.96
STATE 17,C71,M,68,386.12
STATE 15,C72,M,68,377.54
STATE 14,C1 ,M,68,374.71
STATE 17,C7 ,M,68,357.94
STATE 02,C7 ,F,68,356.9
STATE 15,C71,F,68,356.06
STATE 01,C7 ,M,68,348.75
STATE 15,C7 ,M,68,344.66
STATE 04,C7A,F,68,340.34
STATE 15,C71,M,68,326.4
STATE 15,C11,M,68,321.73
STATE 06,C11,F,68,320.56
STATE 15,C71,F,68,320.27
STATE 15,C11,M,68,316
STATE 04,C71,F,68,310.17
STATE 12,C1B,M,68,309.77
STATE 07,C7 ,F,68,303
STATE 06,C1 ,F,68,300
STATE 02,C7B,M,68,298.52
STATE 10,C71,F,68,262.08
STATE 15,C71,M,68,200
STATE 15,C1 ,F,68,198.98
STATE 15,C11,M,68,174.71
STATE 02,C7 ,M,68,148.39
STATE 12,C71,M,68,135
STATE 15,F7 ,M,68,128.18
STATE 02,C7 ,M,68,127.09
STATE 17,C71,F,68,70.98
STATE 04,C71,M,68,49.95
STATE 15,C11,M,68,47.52
STATE 02,C7 ,M,67,23231.54
STATE 15,C1A,F,67,11458.07
STATE 15,C7A,F,67,9112.54
STATE 10,C71,F,67,8969.76
STATE 15,C1 ,F,67,8300.31
STATE 12,C7 ,M,67,7827.74
STATE 01,F71,M,67,6594.66
STATE 07,C7 ,F,67,6261.92
STATE 07,C7B,F,67,5861.5
STATE 06,C72,M,67,5624.94
STATE 03,C7 ,F,67,5381.14
STATE 15,C11,M,67,4808.51
STATE 02,C7 ,F,67,4532.02
STATE 10,C11,F,67,4495.48
STATE 02,F7 ,M,67,4263.99
STATE 17,C7 ,F,67,4229
STATE 01,F71,M,67,3887.76
STATE 10,C1 ,F,67,3864.39
STATE 06,C7A,M,67,3697.38
STATE 04,C7 ,F,67,3656.77
STATE 04,C7B,M,67,3404.82
STATE 02,C71,M,67,3348.34
STATE 06,C7B,F,67,3140.79
STATE 12,C11,F,67,3008.21
STATE 06,C7 ,F,67,2945.63
STATE 02,C11,M,67,2928.92
STATE 02,C71,F,67,2688.04
STATE 03,C11,F,67,2547.5
STATE 15,C71,M,67,2545.12
STATE 01,C1 ,M,67,2496.15
STATE 15,C7B,M,67,2407.52
STATE 03,C1A,M,67,2300.04
STATE 04,C71,M,67,2276.5
STATE 04,C71,F,67,2200.63
STATE 02,C1 ,M,67,2194.65
STATE 06,C7C,F,67,2180.31
STATE 03,C11,M,67,2170.84
STATE 02,C1 ,M,67,2129.17
STATE 04,C7 ,M,67,2106.39
STATE 02,C1 ,M,67,2102.34
STATE 17,C71,F,67,2096.64
STATE 15,C71,F,67,2064.12
STATE 17,C71,M,67,2062.48
STATE 02,C7 ,M,67,2017.28
STATE 17,C7 ,M,67,1977.88
STATE 04,C7 ,M,67,1918.8
STATE 17,C7 ,F,67,1845.23
STATE 17,C71,M,67,1761.6
STATE 15,C71,M,67,1761.25
STATE 15,C11,F,67,1730.61
STATE 13,C7 ,F,67,1695.14
STATE 02,C71,F,67,1678.17
STATE 02,C11,M,67,1651.86
STATE 15,C71,M,67,1646.25
STATE 07,C71,F,67,1638.31
STATE 13,C2 ,F,67,1609.5
STATE 15,C7B,M,67,1482.45
STATE 02,C1 ,F,67,1480.93
STATE 10,C11,M,67,1475.42
STATE 15,C7A,M,67,1455.9
STATE 14,C7 ,M,67,1454.96
STATE 04,C71,F,67,1441.56
STATE 02,C1 ,M,67,1432.32
STATE 15,C1 ,F,67,1404.71
STATE 06,C1 ,M,67,1355.5
STATE 02,C7 ,M,67,1348.93
STATE 15,C7A,F,67,1288
STATE 06,C11,F,67,1253.03
STATE 07,C7 ,F,67,1238.2
STATE 07,C7 ,M,67,1216.8
STATE 02,C7 ,M,67,1211.25
STATE 14,C71,M,67,1189.96
STATE 15,C11,M,67,1164.3
STATE 02,C11,M,67,1113.94
STATE 15,C11,F,67,1112.19
STATE 17,C71,M,67,1090.41
STATE 14,C7 ,F,67,1075.68
STATE 17,C71,M,67,1040.42
STATE 15,C71,M,67,979.54
STATE 02,F1 ,M,67,940.28
STATE 02,C1 ,M,67,925.47
STATE 03,C7 ,M,67,925
STATE 15,C1B,M,67,905.7
STATE 03,C7 ,F,67,886.45
STATE 06,C1 ,F,67,882.54
STATE 07,C71,M,67,875.6
STATE 15,C7 ,M,67,862.02
STATE 15,C11,F,67,852.22
STATE 03,C1 ,M,67,850
STATE 06,C71,F,67,850
STATE 02,C11,F,67,817.63
STATE 04,C7 ,M,67,808.2
STATE 04,C7B,M,67,802.74
STATE 15,C7 ,M,67,740.68
STATE 13,C11,M,67,735.66
STATE 02,C7B,F,67,700
STATE 04,C7 ,M,67,700
STATE 10,C71,M,67,691.53
STATE 15,C7 ,F,67,666.6
STATE 12,C11,F,67,665.5
STATE 15,C7 ,M,67,665.46
STATE 14,C71,F,67,648.98
STATE 06,C7 ,M,67,645.37
STATE 02,F7 ,M,67,639.49
STATE 15,C7A,M,67,637.65
STATE 06,C1 ,M,67,613.75
STATE 15,C7 ,F,67,604.33
STATE 15,C7 ,M,67,600.11
STATE 07,C7 ,M,67,589.01
STATE 02,C7 ,F,67,578.69
STATE 04,C7B,M,67,572.44
STATE 15,C7A,M,67,571.84
STATE 15,C71,M,67,538.34
STATE 02,C71,M,67,536.96
STATE 15,C7 ,F,67,524
STATE 15,C7B,M,67,515.3
STATE 15,F71,M,67,498.48
STATE 12,C11,M,67,486.28
STATE 02,C1 ,M,67,481.38
STATE 15,F71,M,67,479.01
STATE 12,C1B,F,67,477.16
STATE 15,C11,M,67,475.16
STATE 04,C7 ,M,67,470
STATE 10,C71,F,67,463.58
STATE 02,C7 ,M,67,455.7
STATE 12,C1 ,M,67,443.19
STATE 15,C7B,M,67,442.33
STATE 15,C11,F,67,442.09
STATE 02,C1A,M,67,420.68
STATE 02,C7 ,F,67,417.18
STATE 06,C1 ,F,67,414.95
STATE 02,C11,M,67,412.47
STATE 02,C7 ,F,67,399.13
STATE 14,F7 ,F,67,385.2
STATE 04,C7B,F,67,383.73
STATE 04,C71,M,67,369.02
STATE 04,C7 ,M,67,367
STATE 07,C7 ,M,67,351.35
STATE 17,C7 ,F,67,348.75
STATE 06,C71,F,67,346.79
STATE 17,C7 ,M,67,323
STATE 04,C7 ,F,67,322.5
STATE 15,F11,M,67,318.04
STATE 04,C7 ,M,67,313.48
STATE 02,F71,F,67,296.48
STATE 15,C1 ,M,67,292.39
STATE 02,C71,M,67,283.61
STATE 01,C1 ,F,67,253.12
STATE 15,C11,M,67,251.09
STATE 17,C7 ,M,67,244.23
STATE 04,C71,M,67,238.23
STATE 02,C7 ,M,67,221.75
STATE 15,C7 ,M,67,182.48
STATE 15,C7 ,F,67,181.35
STATE 07,C7 ,M,67,156.05
STATE 15,C7 ,F,67,151.92
STATE 15,C1B,M,67,132
STATE 15,C1 ,F,67,100
STATE 15,C1B,M,67,37.68
STATE 04,C7 ,M,67,32
STATE 04,C7 ,M,66,14753.58
STATE 15,C1 ,F,66,12420.05
STATE 15,C71,M,66,11545.27
STATE 03,C71,F,66,11288.76
STATE 04,C7B,M,66,10175.27
STATE 15,C7 ,M,66,8544.82
STATE 10,C11,F,66,7910.74
STATE 15,C71,F,66,7362.9
STATE 14,C7 ,M,66,7113.71
STATE 04,C71,M,66,6691.83
STATE 15,C7B,M,66,6307.3
STATE 02,C7B,M,66,6277.84
STATE 03,C71,F,66,6203.72
STATE 07,C7 ,F,66,6149.33
STATE 17,C7B,F,66,5305.82
STATE 13,C1 ,M,66,4939.5
STATE 17,C71,F,66,4786.51
STATE 06,C7 ,F,66,4730.23
STATE 07,C7 ,M,66,4669.13
STATE 15,C7 ,M,66,4655.5
STATE 03,C11,M,66,4330.47
STATE 10,C71,M,66,4325.98
STATE 15,C1 ,F,66,4305.96
STATE 02,C71,M,66,4175.95
STATE 02,C11,F,66,4093.72
STATE 15,C71,M,66,3945.47
STATE 02,C7 ,F,66,3418.02
STATE 04,C71,M,66,3365.38
STATE 17,C7 ,F,66,3229.29
STATE 15,C7 ,F,66,3200.29
STATE 17,C71,M,66,3167.49
STATE 03,C71,M,66,3077.45
STATE 06,C7 ,M,66,2893.39
STATE 06,C1 ,M,66,2868.32
STATE 10,C1C,M,66,2865.53
STATE 02,C1 ,M,66,2797.4
STATE 17,C7 ,M,66,2775.76
STATE 15,C11,M,66,2653.4
STATE 15,C1 ,M,66,2580.07
STATE 15,C11,M,66,2572.22
STATE 04,C71,M,66,2551.38
STATE 06,C1 ,M,66,2434.38
STATE 03,C1B,F,66,2194.21
STATE 02,F71,M,66,2149.87
STATE 14,C7 ,M,66,2135.86
STATE 04,C7 ,F,66,1939.67
STATE 15,C7B,M,66,1911.4
STATE 02,C71,M,66,1835
STATE 15,C7 ,F,66,1712.27
STATE 10,C1A,M,66,1712.13
STATE 02,C7B,M,66,1711.12
STATE 04,C72,F,66,1680.86
STATE 15,C1 ,M,66,1606.17
STATE 04,C72,M,66,1516.88
STATE 13,C71,F,66,1488.46
STATE 02,C1 ,F,66,1484.85
STATE 04,C7 ,F,66,1455.09
STATE 17,C7 ,M,66,1449.03
STATE 15,C71,F,66,1425.58
STATE 07,C7 ,F,66,1396.61
STATE 14,F1 ,M,66,1377.31
STATE 13,C1B,M,66,1360.8
STATE 15,C7 ,M,66,1346.19
STATE 15,C1 ,F,66,1320.95
STATE 06,C1A,F,66,1275.19
STATE 04,C7 ,M,66,1247.2
STATE 02,C11,M,66,1179.22
STATE 15,C1 ,F,66,1165.93
STATE 15,C11,M,66,1108.42
STATE 15,C11,M,66,1097.72
STATE 15,C7 ,M,66,1092.47
STATE 15,C1 ,M,66,1086.77
STATE 17,C7B,M,66,1035.16
STATE 17,C7 ,M,66,1028.73
STATE 04,C71,F,66,1001.76
STATE 10,C71,M,66,1000
STATE 15,C1B,F,66,1000
STATE 04,C71,M,66,994.45
STATE 15,C7A,F,66,993.15
STATE 10,C71,M,66,989.59
STATE 04,C71,M,66,987
STATE 02,C7 ,M,66,977.46
STATE 07,C7 ,M,66,974.34
STATE 04,C71,F,66,970.83
STATE 02,F71,M,66,970.57
STATE 02,C1 ,M,66,928.69
STATE 02,C11,F,66,927.2
STATE 02,C72,M,66,925.05
STATE 03,C1 ,M,66,901.06
STATE 06,C7 ,M,66,891.09
STATE 10,C71,M,66,882.77
STATE 03,C11,M,66,878.48
STATE 10,C71,M,66,875.87
STATE 02,C7B,F,66,869.62
STATE 15,C11,M,66,829.65
STATE 17,C71,F,66,825.34
STATE 02,C7 ,F,66,822.31
STATE 07,C71,M,66,818.44
STATE 12,C7 ,M,66,811.97
STATE 13,C7 ,M,66,809.59
STATE 02,C1 ,F,66,805.95
STATE 02,C7 ,M,66,787.5
STATE 02,C1B,F,66,784.36
STATE 15,C7A,M,66,740.61
STATE 15,C7A,M,66,732.37
STATE 15,C1 ,M,66,726.58
STATE 02,C1A,M,66,724.4
STATE 10,C7 ,F,66,709.73
STATE 03,C7 ,M,66,679.51
STATE 17,C7 ,F,66,670.77
STATE 15,C71,M,66,641.4
STATE 15,C11,M,66,639.35
STATE 04,C71,F,66,638.99
STATE 15,C1 ,M,66,631.16
STATE 15,C11,F,66,626.3
STATE 03,F7 ,M,66,599.47
STATE 04,C7 ,M,66,577.45
STATE 04,C71,M,66,575.48
STATE 06,C71,M,66,570.37
STATE 15,C7 ,M,66,546.32
STATE 17,C71,F,66,540.51
STATE 15,C7 ,M,66,536.11
STATE 17,C71,F,66,533.33
STATE 13,C1 ,F,66,523.61
STATE 04,C71,M,66,515.28
STATE 12,C1 ,F,66,513.92
STATE 15,C7B,F,66,505.79
STATE 13,C11,M,66,487.52
STATE 02,C7 ,M,66,473.93
STATE 15,C71,M,66,473.91
STATE 02,F1 ,M,66,470.76
STATE 10,C71,M,66,464.59
STATE 02,C7 ,M,66,463.87
STATE 15,C11,M,66,460.36
STATE 04,C7 ,F,66,458.78
STATE 02,C11,M,66,455.71
STATE 15,C11,M,66,443.52
STATE 04,C71,F,66,429.27
STATE 02,C7 ,M,66,426.67
STATE 02,C7 ,F,66,417.22
STATE 04,C7 ,F,66,415.68
STATE 15,C71,M,66,379.86
STATE 13,C11,M,66,373.08
STATE 02,C11,M,66,370.78
STATE 15,C7 ,M,66,348.53
STATE 02,C1 ,M,66,339.86
STATE 06,C11,F,66,339.24
STATE 15,C71,M,66,321.78
STATE 04,C7 ,M,66,319.56
STATE 15,C71,M,66,318.05
STATE 03,C1 ,F,66,312.52
STATE 15,C7 ,F,66,312.12
STATE 04,C7 ,F,66,307.89
STATE 17,C71,M,66,303.24
STATE 04,C71,M,66,301.73
STATE 02,C11,M,66,291.92
STATE 01,F7 ,F,66,288.4
STATE 13,C7 ,F,66,281.04
STATE 03,F71,M,66,278.45
STATE 02,C11,M,66,266.5
STATE 07,C71,F,66,257.01
STATE 01,C1 ,F,66,240.86
STATE 15,C7B,F,66,208.09
STATE 02,C71,M,66,201.72
STATE 15,C7 ,M,66,189.9
STATE 02,C7 ,M,66,165.72
STATE 04,C7 ,M,66,150
STATE 15,C1 ,F,66,134.4
STATE 12,C71,M,66,129.18
STATE 17,C71,F,66,121.78
STATE 03,C7 ,F,66,106
STATE 04,C71,M,66,66.78
STATE 07,C7 ,F,66,49.89
STATE 15,C71,F,66,43
STATE 04,C71,M,65,26146.16
STATE 10,C7 ,M,65,13241.45
STATE 04,C71,M,65,7487.94
STATE 12,C1A,M,65,7296.2
STATE 15,C1 ,M,65,6356.61
STATE 15,C7 ,M,65,6017.22
STATE 07,C7 ,M,65,5476.56
STATE 02,C11,M,65,5408.38
STATE 02,C71,M,65,5232.51
STATE 06,C71,M,65,5217.91
STATE 15,C71,M,65,4980.09
STATE 02,C1 ,M,65,4929.65
STATE 02,C11,F,65,4398.4
STATE 01,F1 ,M,65,4381.34
STATE 02,C71,F,65,4023.27
STATE 06,C7 ,F,65,3966.43
STATE 06,C11,M,65,3895.54
STATE 02,C71,M,65,3850
STATE 12,C7 ,M,65,3817.04
STATE 02,C7A,M,65,3609.66
STATE 12,C11,M,65,3371.68
STATE 15,C7B,F,65,3331.45
STATE 15,C7 ,F,65,3131.11
STATE 07,C71,M,65,3045.66
STATE 02,C72,M,65,2815.07
STATE 13,C71,M,65,2641.49
STATE 15,C71,F,65,2625.58
STATE 15,C11,F,65,2615.88
STATE 15,C1C,M,65,2532.6
STATE 10,C7 ,F,65,2428.1
STATE 15,C71,M,65,2373.49
STATE 06,C1 ,F,65,2348.81
STATE 02,C71,M,65,2344.69
STATE 06,C1 ,F,65,2284.45
STATE 15,C7B,M,65,2241.67
STATE 15,C7 ,M,65,2179.29
STATE 02,C11,M,65,2102.41
STATE 15,C7 ,F,65,2075
STATE 02,C71,F,65,2063.7
STATE 15,C7B,F,65,2063
STATE 02,C7 ,M,65,1948.32
STATE 15,C71,M,65,1914.81
STATE 15,C71,M,65,1890.01
STATE 02,C1B,M,65,1884.83
STATE 03,C7 ,M,65,1879
STATE 15,C71,F,65,1858.45
STATE 06,C1 ,F,65,1855.85
STATE 06,C7 ,M,65,1848.28
STATE 15,C7 ,M,65,1812.47
STATE 15,C71,M,65,1729.67
STATE 15,C1 ,M,65,1727.9
STATE 15,C1 ,F,65,1711.62
STATE 15,F7 ,M,65,1667.74
STATE 10,C7 ,F,65,1577.78
STATE 13,C1A,M,65,1528.3
STATE 06,C1 ,M,65,1511.97
STATE 10,C7 ,M,65,1511
STATE 15,C71,M,65,1450
STATE 15,C1B,F,65,1431.81
STATE 06,C1 ,M,65,1428.99
STATE 07,C7 ,F,65,1410.65
STATE 06,C7 ,M,65,1344.17
STATE 07,C7B,F,65,1343.68
STATE 10,C71,M,65,1276.89
STATE 02,C1 ,F,65,1268.78
STATE 02,C1B,M,65,1237
STATE 06,C11,F,65,1226.28
STATE 02,C7B,M,65,1194.34
STATE 06,C1 ,F,65,1175.01
STATE 15,C1 ,M,65,1163.93
STATE 07,C7 ,M,65,1122.12
STATE 17,C7 ,M,65,1109.76
STATE 07,C71,F,65,1107.11
STATE 14,C71,F,65,1092.08
STATE 15,C1A,F,65,1090.75
STATE 10,C7A,M,65,1083.82
STATE 06,C7 ,F,65,1072.06
STATE 10,C71,F,65,1067.57
STATE 15,C11,F,65,1037.37
STATE 06,C1 ,F,65,1018.52
STATE 12,C71,M,65,1012.19
STATE 04,C71,F,65,1001.7
STATE 15,C7B,M,65,1000
STATE 02,C71,M,65,973.43
STATE 06,C7 ,M,65,965.21
STATE 04,C71,M,65,937.47
STATE 14,C11,M,65,928.2
STATE 10,C71,F,65,917.49
STATE 02,C1 ,M,65,908.35
STATE 04,F7 ,F,65,900
STATE 15,C7 ,M,65,900
STATE 15,C71,M,65,863.83
STATE 01,C1 ,F,65,861.89
STATE 15,C7 ,M,65,853.23
STATE 02,C7 ,M,65,839.33
STATE 15,C11,M,65,809.34
STATE 04,C7 ,F,65,782.9
STATE 06,C11,F,65,768.05
STATE 17,C7 ,M,65,764.27
STATE 15,C1A,F,65,748.71
STATE 14,C1 ,F,65,742.54
STATE 06,C1 ,M,65,722.83
STATE 04,C7 ,M,65,708.56
STATE 02,C7 ,M,65,698.65
STATE 15,C1 ,M,65,698
STATE 10,C71,F,65,678.98
STATE 12,C1 ,F,65,672
STATE 17,C7 ,F,65,671.69
STATE 15,C7B,M,65,666.48
STATE 15,C11,M,65,653.66
STATE 12,C1 ,F,65,650.45
STATE 12,C1 ,M,65,648.84
STATE 02,C7B,M,65,640.23
STATE 15,C7B,M,65,632.82
STATE 17,C71,M,65,630.11
STATE 17,C71,F,65,617.9
STATE 15,C7B,M,65,612.93
STATE 15,C71,M,65,608.01
STATE 04,C71,M,65,605.06
STATE 02,C7B,F,65,594.8
STATE 15,C1A,M,65,593.21
STATE 15,C7 ,M,65,591.04
STATE 17,C7 ,F,65,585.74
STATE 04,C7B,M,65,585.34
STATE 15,C71,M,65,566.74
STATE 03,C11,F,65,541.55
STATE 06,C7 ,M,65,525.24
STATE 02,C1 ,M,65,521.1
STATE 15,C7B,F,65,495.66
STATE 15,C11,F,65,492.31
STATE 02,C11,M,65,491.3
STATE 06,C71,M,65,470.29
STATE 04,F7 ,M,65,468.98
STATE 15,C71,F,65,468.2
STATE 17,C7 ,M,65,465.5
STATE 07,C7 ,F,65,465.04
STATE 06,C7 ,M,65,464.55
STATE 17,C7 ,M,65,441.17
STATE 07,C7 ,F,65,433.5
STATE 02,C1B,M,65,433.07
STATE 02,C7B,M,65,418.79
STATE 04,C7 ,F,65,414.04
STATE 03,C1 ,M,65,409.1
STATE 15,C71,M,65,409.06
STATE 04,C71,F,65,405.85
STATE 10,C71,M,65,395.5
STATE 04,C7 ,F,65,391.97
STATE 10,C7 ,F,65,390.02
STATE 04,C7B,F,65,367.6
STATE 01,C11,M,65,351.69
STATE 04,C71,F,65,350.09
STATE 02,C7 ,F,65,331.75
STATE 04,C71,M,65,326.64
STATE 02,C1 ,F,65,324.03
STATE 12,C1 ,M,65,300
STATE 15,C1 ,F,65,291.28
STATE 15,C11,F,65,287.99
STATE 02,C71,F,65,278.56
STATE 10,C11,M,65,276.28
STATE 15,C11,F,65,274.37
STATE 15,C11,M,65,274.28
STATE 02,C71,M,65,272.65
STATE 04,C7 ,M,65,265.25
STATE 04,C7 ,F,65,250
STATE 06,C71,M,65,240.16
STATE 15,C1 ,F,65,236.53
STATE 02,C7B,F,65,232.41
STATE 02,F11,F,65,219.15
STATE 06,C1 ,F,65,202.43
STATE 15,C7 ,M,65,190.76
STATE 10,C1 ,F,65,178.8
STATE 03,C7 ,M,65,171.3
STATE 03,C71,F,65,168
STATE 15,C7 ,M,65,150
STATE 15,C1 ,F,65,144.99
STATE 15,C71,M,65,135.75
STATE 02,C71,F,65,122.43
STATE 15,C71,M,65,118.5
STATE 15,C1 ,M,65,100.7
STATE 13,C71,F,65,99.74
STATE 15,C7 ,M,65,94.9
STATE 02,C7B,M,65,72.5
STATE 03,C11,M,65,44.97
STATE 06,C11,F,64,19287.76
STATE 02,C1 ,F,64,16100
STATE 06,C1 ,M,64,13572.32
STATE 06,C1 ,F,64,12834.19
STATE 02,C1 ,F,64,11540.5
STATE 07,C7 ,M,64,10077
STATE 12,C7B,M,64,9679.54
STATE 15,C11,F,64,8569.3
STATE 15,C71,M,64,7680.09
STATE 15,C1 ,M,64,6124.34
STATE 15,C11,F,64,5884.78
STATE 15,C7 ,F,64,5511.7
STATE 06,C1B,F,64,5335.35
STATE 15,C71,F,64,5136.18
STATE 15,C7B,M,64,4727.3
STATE 15,C1 ,F,64,4324.4
STATE 13,C7A,M,64,4110.08
STATE 03,F11,M,64,3936.76
STATE 02,C7 ,F,64,3900
STATE 06,C7 ,M,64,3709.11
STATE 01,C11,M,64,3595.7
STATE 15,C11,F,64,3486.96
STATE 17,C71,M,64,3412.24
STATE 13,C7C,M,64,3385.35
STATE 17,C7 ,M,64,3265.97
STATE 04,C71,F,64,3255.88
STATE 15,C11,F,64,3084.13
STATE 04,C7A,F,64,3000
STATE 02,C1 ,M,64,2985.29
STATE 15,C11,M,64,2803.86
STATE 01,C1 ,M,64,2771.5
STATE 07,C71,F,64,2604.13
STATE 02,F7 ,M,64,2588.84
STATE 04,C7 ,M,64,2502.72
STATE 15,C72,M,64,2492.72
STATE 04,C71,M,64,2479.95
STATE 03,C7B,F,64,2418.4
STATE 15,C1 ,F,64,2394.13
STATE 12,C7A,F,64,2368.69
STATE 04,C71,M,64,2357.98
STATE 02,C1B,M,64,2326
STATE 15,C7B,M,64,2284.58
STATE 15,C71,F,64,2256.55
STATE 04,F7 ,M,64,2223.78
STATE 06,C71,M,64,2190.8
STATE 06,C7 ,F,64,2167.45
STATE 10,C7 ,M,64,2146.75
STATE 13,C11,F,64,2118.5
STATE 17,C7 ,F,64,2097.56
STATE 15,C11,F,64,2094.39
STATE 15,C1 ,M,64,2012.89
STATE 13,C7B,F,64,2007.64
STATE 07,C72,F,64,1996
STATE 02,C7 ,F,64,1948.84
STATE 12,C1B,M,64,1945.03
STATE 12,C1 ,M,64,1896.16
STATE 15,C11,M,64,1869.49
STATE 02,C71,F,64,1828.9
STATE 15,C11,M,64,1791.09
STATE 15,C71,M,64,1788.68
STATE 06,C1B,M,64,1783.64
STATE 15,C71,F,64,1749.57
STATE 02,C11,M,64,1722.52
STATE 04,C71,F,64,1711.65
STATE 06,C1 ,F,64,1682.11
STATE 15,F7 ,M,64,1644.8
STATE 06,C7B,M,64,1630.5
STATE 12,C71,F,64,1627.01
STATE 04,C7 ,M,64,1600.18
STATE 15,C1 ,F,64,1577.35
STATE 02,C7 ,F,64,1548.64
STATE 17,C71,M,64,1506.54
STATE 03,C7 ,M,64,1495.59
STATE 15,C1B,M,64,1495.05
STATE 02,C7A,M,64,1480.49
STATE 15,C11,M,64,1445.69
STATE 13,C7 ,M,64,1391.25
STATE 10,C7 ,F,64,1382.5
STATE 15,C7 ,M,64,1332.57
STATE 15,C1 ,M,64,1314.57
STATE 10,C11,M,64,1278.52
STATE 04,C71,M,64,1239.53
STATE 15,C11,F,64,1212.85
STATE 10,C7 ,M,64,1200
STATE 02,C7 ,F,64,1193.19
STATE 15,C7 ,M,64,1174.44
STATE 15,C7 ,F,64,1148.23
STATE 15,C71,M,64,1133.54
STATE 15,C7B,M,64,1075.43
STATE 13,C1 ,M,64,1060.49
STATE 02,C11,F,64,1039.69
STATE 04,C7B,M,64,1026.15
